headline,label,topic
Lumina Gold advances Cangrejos Gran Bestia Lumina Gold TSXV LUM is on track to complete a firstever resource estimate on its Gran Bestia goldcopper deposit and an updated resource on its,pos,Exploration
Ramelius confirms significant shallow discovery Shallow oxide material is within trucking distance of Edna May mill,pos,Exploration
Theta announces maiden resources positive studies Openpit proof of concept could be lowest cost South African gold producer,pos,Exploration
News Wrap Bendigo family finds 35000 gold nugget Lithium poised for recovery says Tianqi president,pos,Exploration
Approval for 1B coal mine Queensland govt approves Pembroke Resources proposed A1B Olive Downs coal mine,pos,Exploration
Tigers Realm jumps into new frontier ASXlisted Russian coal miner reports profit as production ramps up,pos,Exploration
Pantoro sees big opportunity with Norseman buy High grade underground mining is companys specialty,pos,Business
Solid buying in ASX resources sector Better sentiment around trade tussle encourages investors,pos,Economic
Easing trade tension sees metals gain Tin leads as copper holds ground and gold dips,pos,Economic
Mining Briefs Azumah Calidus and more Azumah hits more deep gold Calidus simple plan Blackham extends Golden Age and more,pos,Business
Greenland improves Kvanefjeld estimates again Studies show improved recoveries higher production and dramatically lower costs,pos,Exploration
Mid tier independents show some bounce back Aurelia and nickel producers among the better performers,pos,Economic
St Barbara to acquire Atlantic Gold for 802M Australian gold producer St Barbara ASX SBM is acquiring 100 of Canadian gold producer Atlantic Gold TSXV AGB in a deal valued at 802 million,pos,Business
The top 100 The Top 100 companies listing highlights the positive momentum shift over the past two years,pos,Economic
Metallurgical results lift Marathon Golds shares Test results from Marathon Golds TSX MOZ Leprechaun and Marathon deposits at the companys Valentine Lake gold camp in Newfoundland and Labrador show they are,pos,Operation
St Barbara buys Aussie gold development in Nova Scotia Project involved has had strong Australian involvement over the years,pos,Business
Resolute granted critical leases Queensland govt grants nine new leases to Resolute which will support Ravenswoods expansion,pos,Exploration
OZ steps up Cloncurry commitment Midtier copper miner moves to 80 of Queensland project,pos,Business
Precious metal patch targeted by buyers Strong demand across the sector sees 35 gain,pos,Economic
Gold patch again positive Bullion doing little but investors happy enough with miners and new developers,pos,Economic
Antipa adds to gold near Telfer Chicken Ranch and Tims Dome the latest additions,pos,Business
Steady start to week for ASX miners Overall gain by resources sector despite headwinds,pos,Economic
Medusa increases gold guidance as year about to end New shaft helping boost miners production,pos,Operation
GBM directors son helps underwrite raising Funding plan to reduce debt on Bendigo Goldfield assets and support exploration,pos,Business
Heron cranks up underground mining First ore from G2 lens marks new phase in commissioning at Woodlawn,pos,Operation
Galena makes small payment for big return Shares and cash paid to remove Abra production royalty,pos,Business
Segnut achieves further trials success Worldfirst nut technology shows its mettle in harsh test environments,pos,Technology
Trade optimism flows through to ASX mining equities Miners in tune with rest of market as buyers return,pos,Economic
Better session for metals complex though nickel again falls Positive trade deal sentiment generally underpins gains,pos,Economic
Mixed metals despite trade optimism Nickel sold down while aluminium copper and zinc rise,pos,Economic
Gold hopefuls on the trail in North America ASX contenders laying out their project development bona fides,pos,Economic
Miners post overall win on Melbourne Cup day Risk on tone sees gold patch sold down,pos,Economic
Corporate nickel players lead base metal stocks Little buying of among the midtier set,pos,Economic
Hastings rare earths reserves boost Yangibana project adds tonnes and time as final investment decision remains pending,pos,Business
EV market facing battery minerals shortage by 2025 EV producers will face a shortage of key battery materials by 2025 unless supplies are ramped up,pos,Economic
Gold patch performs well Interest shown across the precious metal space,pos,Economic
Flat close to mining week Some optimism of better news from trade talks,pos,Economic
TerraCom gets good equity backing for debt restructure Coal miner says raising will provide vital leverage in negotiations with financiers,pos,Business
FOMO greed and green agenda driving lithium demand Lake says Brine minnow racing with giants in global demand tsunami,pos,Economic
Liontown shares soar Lithium hopeful hits the stratosphere has thick pegmatites proven,pos,Business
Bank tells a tale of two nickels Nickel fundamentals remain strong with a complete decoupling of ferrous and battery metals possible,pos,Economic
Good gains in lithium space WesfarmesKidman show being enjoyed by quite a few,pos,Economic
Stronger earnings for Orica Explosives giant poss 33M net profit after tax,pos,Business
More cash for Novo gold exploration Exercising of warrants ensures healthy bank balance,pos,Business
Mining Briefs Tietto Anson and more Tiettos shallow bonanza Anson design work advances Eagle Mountain sees epithermal signs and more,pos,Exploration
Indigenous contractor bags Rio contract Rio Tinto has awarded a A20 million rail maintenance contract to a growing indigenous contractor,pos,Business
Molyneux and Borg hope its time to bear fruit in Ecuador Duos Tempus acquiring ground next to Lundin Golds project,pos,Exploration
Cash flow heading Lithium Australias way via flogging batteries ASX company set to partner Chinese battery manufacturer,pos,Economic
YMP launches 10 more scholarships totalling 44K including inaugural Northern Miner scholarship The Young Mining Professionals YMP is bumping up its YMP Scholarship Fund for the 201920 academic year for students in miningrelated university programs in Canada,pos,Business
Avesoro boosts reserves at Youga mine in Burkina Faso The company has increased the mineral reserves at its Youga gold mine by 23  extending the mine life by an additional four years to 2031,pos,Exploration
Fenix accelerates Iron Ridge Logistics provider offers trucking solution to MidWest iron ore hopeful,pos,Operation
Plutonic life extended TSXlisted Superior Gold adds another year of mine life to Plutonic in WA,pos,Exploration
QA with VanEcks Joe Foster Golds day is coming as financial system weakness approaches,pos,Economic
Risk tone sees gold patch bought Broad range of precious metal stocks in demand,pos,Economic
Greenbushes expansion gets EPA backing Worlds largest lithium mine set to double in size,pos,Exploration
Lepidico deal targeting roaring lithium business Ambitions to become a producer look enhanced with Desert Lions Namibian assets,pos,Business
Herons Woodlawn takes flight NSW zinccopper mine starts processing ore as new anomalies excite,pos,Business
Record quarterly earnings for Kirkland Lake Canadian market darling Kirkland Lake Gold continued to break records in the March quarter,pos,Business
SolGold on verge of significant discovery in Ecuador Potential could be even greater than at Cascabel,pos,Exploration
Blackstone taking a look at Ban Phuc nickel assets in Vietnam Potential deal could ultimately see production of lithium ion battery product,pos,Exploration
Avesoro grows Youga gold mine in Burkina Faso Avesoro Resources TSX ASO LON ASO has increased the mineral reserves at its Youga gold mine by 23  extending the mine life of the,pos,Exploration
MG to back Troy Fund raising flagged to be spent on exploration capital works,pos,Exploration
Gold stocks in demand Millennium leads after a period of weakness,pos,Economic
Gold Road rerate writ large Imminent miner has enjoyed good market support,pos,Business
Mont Royal makes premium debut It seems Michael OKeeffe has the magic touch once again,pos,Business
Miners enjoy strong ASX session Brazil iron ore issues power Australian miners,pos,Economic
UK holiday insulates base metals Base metals got a reprieve from US president Donald Trumps Twitter outburst,pos,Economic
Pantoro gold production on the increase Good exploration results also continuing,pos,Business
Ausenco reengineered after going private No new mining boom yet but recovery is providing growth avenues,pos,Business
Marmota confirms high grade success at Aurora Tank Further drilling of prospect in South Australia this month,pos,Exploration
Metalicity moves into Kookynie Minnow Nex finds funding support to explore historic gold mining centres,pos,Exploration
Triton gets Ancuabe mining permit Now getting finance to build graphite operation,pos,Exploration
Yaoure gets Perseus green light First gold expected late next year,pos,Operation
Boart says first quarter strong Underlying improvement for mining support firm during what is usually a slow period,pos,Business
Aurelia heralds Federation discovery near Hera Find follows drilling of geophysics targets and in wake of last weeks board suprise,pos,Exploration
Breaker goes deep into Bombora for visible gold Upcoming resource update and prefeasibility results awaited,pos,Exploration
Uranium markets starting to improve Camecos Gitzel says The following is a transcript of remarks made by Cameco TSX CCO NYSE CCJ president and CEO Tim Gitzel during the companys firstquarter conference call,pos,Economic
News Wrap Tesla expects global shortage of EV battery minerals Blackthroated finch flies again to stall Adan,pos,Economic
NRW joins ASX 200 Contractor is having stellar 2019,pos,Economic
Interest again in lithium space Another roaring session for Liontown,pos,Economic
Developers ripe for the picking Funding for juniors not the biggest difficulty in mining finance right now,pos,Economic
Capital Watch ABR Black Cat and more Capital raisings among the juniors picked right up this week following the holiday break,pos,Economic
Executive Outcomes Regis Saracen and more A number of highprofile moves in mining this week,pos,Economic
Renascor reveals substantial Siviour size increase Definitive feasibility results for graphite venture due July,pos,Exploration
Beta Hunt results exceeds RNCs resource modelling Canadian miner now moving to most exciting phase of drilling program,pos,Exploration
Lithium interest after MA Liontown and European Lithium among those prospering,pos,Economic
Swick looking to 2020 Driller maintains return to profitability claims new strategy working,pos,Business
Rio Anglo back climate initiative World Bank has launches firstever fund dedicated to making mining more climatefriendly,pos,ESR
Mining Briefs Saturn VRX and more Saturn hits high grades at Apollo Hill VRX test success King River grows near Kununurra and more,pos,Exploration
Junior confirms Victorian gold discovery Nine of the 12 RC holes hit significant intersections of gold mineralisation,pos,Exploration
Ivanhoe extends strike length at Kamoa North Bonanza Zone Earlier this year Ivanhoe Mines TSX IVN USOTC IVPAF discovered a shallow thick zone of bonanzagrade copper mineralization on its KamoaKakula mining licence in the,pos,Exploration
The Northern Miner Podcast  Miner Moment 22  Uraniums pivotal year ft Cameco CEO Tim Gitzel In this minipodcast we share a 10minute highlight from Camecos hourlong quarterly results call with president and CEO Tim Gitzel arguing why 2018 was a,pos,Economic
News Wrap FMG sees inventory slump on supply woes strong China,pos,Economic
MinRes flags big earnings uplift Jump in iron ore prices will more than offset a fall in spodumene prices for Mineral Resources,pos,Economic
Ravensthorpe restart on the cards First Quantum Minerals is looking into a potential restart of mothballed Ravensthorpe nickel mine,pos,Operation
Minera Alamos on fast track to production Haywood Securities has initiated coverage of Minera Alamos TSXV MAI with a buy rating and 12month target price of 40 per share  a 281,pos,Business
Alicanto adds VMS ground in Sweden to portfolio Junior says it will also maintain focus on gold in Guyana,pos,Exploration
Nifty copper plan takes shape for Metals X Output next year to significantly grow,pos,Business
Havilahs 100M funding deal Threeyear capital pledge could see company transform into a new force in SA mining after all,pos,Business
Oxide ounces added at Red 5s KOTH Big new standalone development in the offing,pos,Exploration
Gold Fields takes stake in Chakana Copper One of the largest gold mining companies in the world has taken a shine to Chakana Copper TSXV PERU USOTC CHKKF and its Soledad project,pos,Business
Alliance posts record production improvement Bald Hill miner says offtake interest high as lithium output delivers massive improvement,pos,Business
OceanaGolds mine expansion creates high hopes in South Carolina The Aussie miner filed this month an application to expand its Haile gold mine,pos,Exploration
Ora Banda rises again Former Eastern Goldfields inches up on return to trading after 12 months in market sin bin,pos,Business
OceanaGold rejects Didipio shutdown claims Miner says Philippines underground gold and copper mine still operating,pos,Operation
Mining Briefs Magnetic Venturex and more Magnetic likes HN9 hits Venturexs second exceptional intercept Arrows African move and more,pos,Economic
Zambian court withdraws order blocking disposal of Vedanta unit assets The case has intensified concerns among international miners about resource nationalism in Africa,pos,Politics
Triton finds another Chinese graphite backer Latest arrival is claimed to have financial wherewithal to support Ancuabe build,pos,Business
Lynas in position to fund big expansion Improved debt repayment schedule and terms provides internal funding opportunity,pos,Business
Jervois cashedup after getting strong backing Cobalt junior has big ambitions,pos,Business
BHP settles dispute over iron ore royalties with Western Australia in 175m deal Payment ends row over taxes allegedly owed by iron sales made through BHPs Singaporean marketing arm,pos,Politics
Yamana says Brazilian gold mine on the verge of becoming a worldclass operation The Jacobina gold mine is now one of the companys higher quality top value operations,pos,Operation
Bullion showing some shine sees interest in gold stocks Metal remains in favour above US1410 per ounce,pos,Economic
Hastings gets EPA nod Regulator finds manageable risks for WA rare earths mine,pos,Politics
RNC Minerals shares lifted by significant resource boost at Beta Hunt Measured and indicated resource at the Western Flanks zone jumped nearly five times to 710000 ounces,pos,Exploration
Rebecca keeps delivering for Apollo Laura seen as the latest promising addition to gold project,pos,Exploration
Japan secures rare earth supply for longer through Lynas funding It means the Asian nation now has a larger and lengthier hold on the companys rare earths output,pos,Politics
Iron ore powers big day for miners FMG and majors have super session,pos,Economic
Interest shown in base metal miners New Century reassures market and copper miners do well too,pos,Economic
Unprecedented turmoil to drive copper Rising demand for electric products due to global climate change looks set to drive copper prices up,pos,Economic
High grade zinc and gold sees rush on PNX Assays came from down dip drilling in NT,pos,Exploration
Unions at Chuquicamata mine approve Codelco contract offer strike ends The three main labor unions at Chiles Chuquicamata mine voted to accept the latest contract offer from Codelco,pos,Politics
Chile goes carbonneutral begins closing first eight coalfired power stations Move is part of an ambitious plan announced by the countrys President in early June,pos,ESR
New Century making up lost ground after market whack Zinc stock has had a bad week after tough operational month in May,pos,Economic
Leagold begins Los Filos mine expansion Move is part of the Latin Americafocused miners plan to become a 700000 ounceperannum gold producer,pos,Exploration
Controversial Alaska mine gets lifeline from Trump EPA The EPAs action is a significant boost for Northern Dynasty Minerals and Pebble LP supporters who have called on the EPA to lift the Clean Water Act restrictions,pos,ESR
Mandrake bookbuild scheduled Pine Creek explorer targets listing within weeks,pos,Exploration
Industrial metals complex gains Sentiment for trade talks weaker greenback helps spur buying,pos,Economic
Successful Seville arrives at Agrimin Potash contender appoints former Orecobre MD as chairman,pos,Business
Rhyolite Ridge resource grows Ioneer drilling delivers lithiumboron growth,pos,Exploration
Mining Briefs Equus Rafaella and more Equus options Chile plant Rafaella gains backing Aurelia stunned by Federation hits and more,pos,Business
Lundin Gold starts mining of first production stope at Fruta del Norte Construction of the process plant and tailings facility continue to be on schedule and commissioning of the process plant will begin in the third quarter of this year,pos,Operation
Prieska final investment decision looming Junior confident about South Africa project economics,pos,Business
Millenniums sulphide plant exceeds expectations Plant expansion firing on all cylinders for Pilbara gold producer,pos,Operation
Emerald looks to get green light from Sprott Canadian firm backing potential gold project developer,pos,Business
Denhams Koth Still too much money in the room Environmental social and governance are moving up investors agenda  but risk remains a divide,pos,ESR
Funding platform targeting forgotten investors Blockchain and peertopeer finance could help mining companies to raise muchneeded capital,pos,Technology
Project milestone for Terramins BirdinHand Explorer advances approvals for highgrade Adelaide Hills gold mine,pos,Business
Orla completes study on Camino Rojo in Mexico Orla Minings TSX OLA Camino Rojo openpit project in Zacatecas Mexico would produce 97000 oz gold annually over seven years and could be built for,pos,Operation
Lepidicos disruptive lithium pilot plant ramps up Crunch time looms at lepidolite demonstration facility,pos,Operation
Palladium takes some shine off gold price rally If youd put your money in palladium at the start of the year youre enjoying gains of 32  golds only now broken double digits,pos,Economic
CITIC okd to complete C612m investment in Ivanhoe Mines The Chinese miner has received the necessary internal approvals for its subsidiary CITIC Metal Africa to complete its second investment in Ivanhoe Mines,pos,Business
Havilah assays confirm RC indications Diamond drilling defines Grants Basin iron ore potential,pos,Exploration
Precious metal producers purring Sentiment towards bullion very strong at present,pos,Economic
Piedmont piles up resources North Carolina hopeful delivers on promise of substantial boost in lithium potential,pos,Business
Xanadu waiting on copper price But still plenty of interest from third parties in Mongolian projects,pos,Business
Norways 1 trillion fund resumes investing in miners oil and Walmart It will invest again in miners Rio Tinto and Nutrien as well as in retailer Walmart after their exclusions from the funds investments on ethical grounds were revoked,pos,Politics
Mining Briefs Marquee Pioneer and more Marquee moves on REEs Pioneer finds first pegmatites Spectrum expands Penny strike and more,pos,Business
Vital sprinting into rare earths space with Cheetah Sector has become popular with EV revolution and USChina imbroglio,pos,Business
New Century expansion study positive Zinc producer finds phase two and addition of lead product promising but flags recovery issues,pos,Exploration
Glencore to support First Cobalts refinery in Ontario First Cobalt TSXV FCC USOTC FTSSF has taken a major step toward becoming the only producer of refined cobalt in North America The company which,pos,Business
Endeavour Mining ups reserves at flagship HoundÃ© mine in Burkina Faso by 41 A large portion of the Kari Pump maiden estimate for measured and indicated resource was converted to reserves,pos,Operation
Kirkland Lake jumps on the gold dealmaking wagon with online assessment tool Miner has launched the KL Gold Deal Room an online tool to help attract assess and refine investment opportunities,pos,Business
Global Energy Metals expands Nevada footprint Global Energy Metals TSXV GEMC USOTC GBLEF struck an option agreement in January with Nevada Sunrise Gold TSXV NEV to acquire 85 of the historic,pos,Business
Good rebound for zinc while golds run continues Mixed session with zinc aluminium and gold leading the way,pos,Economic
Gold price ignites as top gold ETF hits record inflows Gold price touches highest since May 2013 as retail investors and hedge funds pile into the market,pos,Economic
Bonya boosts Thor and Arafura Partners confirm tungsten and copper hits from Top End expansion drilling,pos,Business
Promising period for gold bugs Metal gleams given cloudy global outlook,pos,Economic
Ecuadorean ruling positive for SolGold Ecuadors Constitutional Court has ruled in favour of SolGolds plans to develop Cascabel,pos,Politics
Liontown reports more thick intercepts Kathleen Valley resource expansion drilling supports growth,pos,Exploration
Rio Tinto breaks ground at Madison coppergold project in Montana The move follows an earnin agreement between the two companies under which Kennecott Exploration can acquire a 55 stake in the property,pos,Operation
Mining Briefs Rox Neometals and more Rox closes Venus deal Neometals creates zeolite from waste Sayona advances new EIS and more,pos,Business
Continental Gold drills visible gold at BuriticÃ¡ stock at 9month high The BuriticÃ¡ project has attracted the interest of major miners such as Newmont,pos,Exploration
Barminco bags big Botswana contract Ausdrill subsidiary wins fiveyear work scope in new Kalahari coppersilver operation,pos,Business
Sovereign getting good market currency with rutile play Metallurgical testwork gives standout results,pos,Operation
Industry chief predicts a US3000oz gold price We arent seen nothing yet says Troy Croesus of SubEconomic Resources NL,pos,Economic
US Dept of Commerce recommends uranium quota Bloomberg report Shares of Energy Fuels TSX EFR and UrEnergy TSX URE moved higher on a report from Bloomberg that the US Department of Commerce is recommending,pos,Politics
Gold price barrels through 1400 Citigroup Enthusiasm is justified and 1500 to 1600 is possible within 12 months,pos,Economic
News Wrap Rio renews work on Simandou Wind to bolster solar at two WA mine sites,pos,Business
Smaller gold producers finish strong Major interest in minor miners,pos,Economic
Gains again for gold and iron ore Great period for precious metal and bulk commodity,pos,Economic
Aussie tech firms seeing market momentum grow Tech companies look to scale globally as miners seek smarter solutions,pos,Technology
Improving Altura approaching nameplate Pilgangoora plant now at 90 of throughput recoveries and sales up,pos,Business
Mining Briefs Azure Lithium Australia and more Azure advances Oposura LIT finds KI pegmatites Bowdens EIS promising for Silver Mines and more,pos,Business
SolGold shares soar after Ecuador court dismisses call for referendum on mining The countrys Constitutional Court has rejected calls for a referendum which could have halted the miners flagship Cascabel and other projects,pos,Business
Slight increase in life for Sandfires DeGrussa Copper production also tracking well in the current financial year,pos,Operation
Stars aligning for WAs shot at downstream dominance Weaning world off Chinas heroindrip offers state ability to shake off valueadding curse,pos,Economic
Strong infill results derisking West Africans Sanbrado Project remains on track for first gold next year,pos,Exploration
Gold mining stocks on a tear Gold price surge to highest since 2013 light fire under gold mining stocks,pos,Economic
Gold price soars to highest since Sep 2013 Frenzied trading in New York lifts gold price to near 6year high,pos,Economic
Another Aeris upgrade Improved performance boosts copper output expectations,pos,Operation
Rio Tinto looks at developing Simandou again  report Its mulling options to develop the giant iron ore deposit in Guinea which almost sold last year to its partner in the project Chinalco,pos,Operation
Iron ore surge continues Brazil good for iron ore price Indonesia for nickel price,pos,Economic
MACA backs Blackham again Delayed payments to contractor give miner breathing room,pos,Business
Gleaming day in the gold patch Stunning gains the order of the day,pos,Economic
IAMGOLD stock sees biggest jump in 4 years on rumors of Chinese bid Chinas secondbiggest gold mining company is said to be considering a bid for a stake in IAMGOLD,pos,Business
Gold bulls have day to remember on ASX Bullion on the rise as US interest rate set to fall,pos,Economic
Hot Chili claims standout drill hit in Chile Junior working on exploring and finding funding for key exploration asset,pos,Exploration
Calidus infill drilling supports continuity Pilbara gold player pleased with Klondyke confirmation,pos,Exploration
Big backing for Arafuras rare earth plan Noble Group signs on as subunderwriter for transformational raising,pos,Business
Mars shines for Vango New shallow deposit defined at Marwest Extended area,pos,Business
Nova rises on target talk Predrill surveys confirm potential for larger gold intrusiverelated system,pos,Exploration
Good session for ASX miners Interest in stocks follows big gains in metals,pos,Economic
Apollo shines for Saturn Upgraded gold resource expected in coming months,pos,Exploration
Trade talk optimism sees metals surge Iron ore and copper among the strongest,pos,Economic
Copper names lead base metal producers Optimism on US  China good for sentiment,pos,Economic
Krakatoa shares have minor explosion on rare earth move Mt Clere adjacent to Hastings proposed Yangibana development,pos,Business
Stellar result for Alaskafocused PolarX Junior builds compelling case for deeper investigation at Alaska Range,pos,Exploration
Ivanhoe advances worlds best copper development at KamoaKakula It would not be a stretch to suggest Ivanhoe Mines TSX IVN USOTC IVPAF executive cochairman Robert Friedland is probably the worlds best mining promoter,pos,Exploration
Top 10 biggest gold mines Iconic Grasberg copper and gold mine shoots to the top with a 70 surge in production,pos,Operation
Chalice adds a nickel project Chalice Gold Mines will acquire a nickel project in the highly prospective Kimberley region,pos,Exploration
More consolidation among brokers Another Perth broking house to be acquired,pos,Economic
Avesoro resumes operations at Burkina Fasos gold mine Company had to halt mining and processing at Youga last week over disagreements between workers and a proposed open pit mining contractor,pos,Operation
Strong start for Sulphur Springs Venturex first hole promising for copper resources eastern extension,pos,Exploration
Olympic Dam heap leach viable BHP Heap leach RD trial confirms viability at Olympic Dam,pos,Operation
Havilah releases positive Kalkaroo PFS Large coppergoldcobalt project viable before possible refinements,pos,Exploration
Gold miners lead as price hits record The mining sector was the flattest on the ASX today though gold stocks got a boost,pos,Economic
Silver Lakes spectacular SAT success Thick zones and stunning grades break Aldiss drilling records,pos,Exploration
Rio Tinto rolls out worlds biggest robot in Pilbara The A137 billion 940m autonomous train fleet will transport iron ore from 16 mines to ports in Dampier and Cape Lambert,pos,Technology
Flinders recommits to PIOP Shares jump as iron ore junior outlines new strategy,pos,Business
IGO adds Classic ground in Fraser Range Miner is the biggest explorer in the region,pos,Exploration
Ramelius outlines 1Moz fiveyear plan Ramelius Resources will produce close to 11 million ounces of gold from its WA assets over 5 years,pos,Operation
B2Gold plans expansion of Fekola After acquiring the Fekola gold project in southwestern Mali through a merger with Papillon Resources in 2014 B2Gold TSX BTO NYSEAM BTG started building the,pos,Exploration
First Quantum ships first copper concentrate from Cobre Panama mine The key milestone for Cobre Panama comes at a time when the market is in need of high concentrate volumes due to recent supply disruptions,pos,Operation
Nedbank confirms Strandline backing Tanzanian mineral sands project debts debt funding,pos,Business
Gold boosted by Middle East tensions An attack on two oil tankers in the Middle East saw the gold price rise to over US1360oz,pos,Politics
Newmont Goldcorp resumes operations at PeÃ±asquito gold mine in Mexico The sevenweek stoppage cost the company and Mexico millions daily,pos,Operation
Ivanhoe to produce first copper concentrate from giant DRC mine in a year The Canadian miner is moving fullspeed with construction of its Kakula  the stage one sixmilliontonneperannum 6 Mtpa operation  that is part of the vast KamoaKakula copper mining complex,pos,Operation
New Kalgoorlie gold mining venture closer on the Horizon Merged Intermin and MacPhersons aiming to begin development next year,pos,Business
TSX posts marginal gain June 1014 Serabi Avesoro Stornoway The SPTSX Composite Index rose 044 to 1630191 The SPTSX Global Mining Index increased 344 to 7585 and the SPTSX Global Base Metals Index was,pos,Economic
European Metals to advance financing discussions for Cinovec Prefeasibility work points to economic viability but capital cost hurdle not small,pos,Business
Red Pine builds up Wawa project in Ontario The land package containing Red Pine Explorations TSXV RPX Wawa gold project in Ontario hosts numerous historic mines that in their heyday produced more than,pos,Business
US markets move higher June 1014 Rio Tinto Alamos Gold Osisko Gold Royalties The Dow Jones Industrial Average rose 041 to finish at 2608961 and the SP 500 Index moved up 047 to 288698 Spot gold rose 001,pos,Economic
News Wrap MUA and CFMEU union protesters block St Georges Terrace in BHP protest,neg,ESR
Lynas loses ground REO producers shares drop after revenue falls despite higher production,neg,Business
Stocks metals mixed on trade concerns There was plenty for US investors to focus on during trading on Wednesday,neg,Economic
Last day of Feb a flop for ASX mining sector Buyers out in small numbers as sellers get busy,neg,Economic
Trade travails trouble base metal investors Bigger producers among hardest hit,neg,Economic
Another loss for Metals X Diversified miner trading at fiveyear lows as site improvements still to pay off,neg,Business
Stocks fall after Fed chair speaks US stocks fell after Federal Reserve chair Jerome Powell warned of conflicting econonic signals,neg,Politics
Metals muted despite trade progress Metals mostly struggled to gain any meaningful ground overnight,neg,Economic
MACA results in line with revised guidance Despite higher revenue contractor MACA has posted a lower halfyear profit due to margin pressure,neg,Business
News Wrap Diamond Joe Gutnick hits back as former workers say they werent paid,neg,Business
Red River slapped with lawsuit Indian miner takes surprise action over royalty Queensland miner says it tried to pay,neg,Politics
Delays in project sanction drag on GR Services firm tempers outlook for second half after first half slump,neg,Operation
Reinnovation needed at WASM Strictly Boardroom reviews the news of job losses at the WA School of Mines,neg,Business
Resolute posts loss after growth period Resolute swings to halfyear loss after a period of heavy investment to set itself up for growth,neg,Economic
Dollar dives on coal news The Australian dollar fell by more than 1 on news China has banned Australian coal imports,neg,Economic
Buy Sell Hold FMG Regis and Myanmar FMG and Regis downgraded on valuation grounds and coverage initiated on Myanmar,neg,Business
Flat session to close ASX mining week Chinacoal issue mainly ignored by market,neg,Economic
China ban triggers Aussie coal producer market selloff Aussie share prices have been smashed as market processes Chinese ban,neg,Politics
News Wrap Forrest adds to cash pile with 327M FMG dividend payday Labor blunder on collapsed coal market,neg,Business
MinRes falls on softer profit Mineral Resources shares dropped as much as 107 today after it posted weaker halfyear earnings,neg,Business
One killed six injured in underground crash Miner killed in collision between grader and personnel carrier in Queensland,neg,Health
Miners stand out in soft session Resource stocks stood out on what was an overall negative day for the ASX,neg,Economic
Mining Briefs Lucapa Shree and more Lucapa to refocus on production Shree suspended for breaches Caravel confirms copper and more,neg,Business
Emeco explains fleet increase Emeco explains after shares were hammered on Tuesday,neg,Operation
Katanga Q4 loss on suspended cobalt sales higher costs Katanga Mining TSX KAT USOTC KATFF lost 116 million in 2018s fourth quarter to end the year with 134 million in gross profit a result,neg,Business
News Wrap Adani could force damaging split for Labor Brazil bans upstream mining dams after disaster,neg,Politics
Costoverruns sink shares of Nemaska Lithium Eight months after the start of construction of its Whabouchi lithium project in Quebec Nemaska Lithium TSX NMX USOTC NMKEF says it will cost another,neg,Business
Cobalt Blue fires killing shot Explorer says Broken Hill Prospectings refusal to pay for drilling has diluted it out of cobalt JV,neg,Business
US stocks drop after weak data A shock fall in US retail sales weighed on Wall Street overnight,neg,Economic
Market seesaws in Friday trade ASX sends mixed signals to investors on quiet day for minerals,neg,Economic
Growth concerns impact metals Mixed session overall despite positive trade political backdrop,neg,Economic
Metals again fall Markets provide a contrast,neg,Economic
Mixed mining segments on ASX Gold patch performance ensures flat headline result,neg,Economic
News Wrap Mine worker charged with stealing selling high grade gold specimens,neg,Crime
Shocker for metals Commodities started the week poorly amid ongoing trade fears,neg,Economic
Perenti takes Burkina Faso steps Force majeure after deaths second contract ending,neg,Health
Jones launches Anglo Australian legal action Injunction sought to block coup by financial engineers from Melbourne,neg,Business
Frontier selling Star amid recapitalisation process Diamond miner has been battling operational issues with lack of cash,neg,Business
TSX Venture dips Feb 48 Max Resources Bonterra Resources Redzone Resources The TSXSP Venture Composite Index slipped 17 to end the trading week at 61194 Shares of Max Resource rose 111 to 38 The company recently,neg,Economic
Former mining exec jailed for insider trading A former exploration company boss has been sentenced over insider trading,neg,Crime
Flinders hit with unacceptable circumstances ruling Todds haste in battle for Balla Balla concerns for regulator after smaller shareholders revolt,neg,Business
Key Vale license revoked Provisional operating licence cancelled for Brucutus Laranjeiras dam,neg,Politics
Weak returns from 2018 IPOs HLB Mann Judd Report indicates pour float performance contributes to 2019 drought,neg,Business
Trade troubles back on table for metal traders Tension between US and China negative for markets,neg,Economic
Vale evacuates 500 people near Sul Superior tailings dam as safety measure Vale NYSE VALE is evacuating 500 people from an area below the Sul Superior dam an upstream tailings dam that used to support production from,neg,Operation
while zinc and nickel lost group,neg,Economic
Gold Fields warns of fullyear loss South Deep restructuring and industrial action hit revenues,neg,Business
Gold patch again under greenback pressure Stronger US dollar and potentially less geopolitical risk not good for precious metal,neg,Politics
Vale declares force majeure Vale NYSE VALE has declared force majeure on a series of iron ore and pellets sales contracts after a Brazilian state court ordered it to,neg,Politics
Vale declares force majeure in Brazil Declaration a result of courtordered Brucutu suspension,neg,Politics
Greatland drops despite excellent results Results show potential for multicommodity bulk tonnage underground mine,neg,Exploration
Copper leads quiet commodity markets Chinese New Year having its typical impact,neg,Economic
Buyers again target resources sector Gains seen across the board though gold stocks generally miss out,neg,Economic
Superiors record below guidance Toronto listed miner suffered unforeseen circumstances in Q4,neg,Economic
MinRes flags lithium price reduction for Mt Marion Pressure on producers is continuing,neg,Business
Transparency International flags crisis in democracy Declining transparency in key mining jurisdictions Australia the US Chile and Mexico,neg,Politics
Visualizing corruption around the world Growing levels of public sector corruption can stifle a countrys economic growth while also chipping away at political freedom,neg,Politics
